809	,3703	
3019	,4656	
2123	,5501	
0	,871	
5513	,2641	
1531	,4585	
10	,256	
4992	,3075	
304	,3070	
1971	,4399	
0	,956	
0	,3223	
0	,1957	
204	,3170	
588	,4254	
0	,689	
4350	,3870	
1012	,3698	
