9.780054	,14.223418	,4.535395	,4.586452	,9.264974	,10.192490	,-0.643748	,10.707138	,5.054201	
13.181078	,0.160940	,7.383840	,4.955487	,7.754388	,4.175993	,4.699029	,0.023428	,4.834093	
