3702.887979	,809.112021	
4655.908765	,3019.091235	
5501.227577	,2122.772423	
871.000000	,0.000000	
2641.333416	,5512.666584	
4584.599003	,1531.400997	
255.767907	,10.232093	
3074.840423	,4992.159577	
3070.198026	,303.801974	
4399.112048	,1970.887952	
956.000000	,0.000000	
3223.000000	,0.000000	
1957.000000	,0.000000	
3169.516585	,204.483415	
4253.567254	,588.432746	
689.000000	,0.000000	
3869.556836	,4350.443164	
3698.493456	,1011.506544	
