4.456177	,11.118562	,-4.853956	,-6.996470	,5.740801	,4.318122	,-14.853850	,6.812038	,-3.588089	
7.629987	,3.662864	,3.790905	,0.053342	,-2.387247	,-6.218824	,0.123146	,-5.111903	,-3.695606	
