5.960146	,0.040521	,0.000821	,0.000004	,1.960478	,0.001028	,0.000684	,0.022674	,0.001828	,0.011639	,0.000098	,0.000000	,0.000000	,0.000052	,0.000000	,0.000004	,0.000019	,0.000002	
0.005961	,17.006262	,0.000064	,0.000010	,0.302091	,0.017583	,0.000054	,0.622156	,0.004108	,0.000012	,0.041152	,0.000000	,0.000000	,0.000008	,0.000004	,0.000000	,0.000530	,0.000005	
0.015179	,0.008087	,5.627119	,0.017128	,0.121506	,0.094805	,0.041614	,0.034954	,0.037544	,0.000030	,0.000020	,0.001396	,0.000264	,0.000003	,0.000022	,0.000258	,0.000030	,0.000041	
0.011159	,0.175692	,2.513497	,1.094985	,0.565555	,6.061001	,0.018588	,2.221169	,2.314429	,0.000022	,0.000425	,0.000623	,0.016890	,0.000015	,0.001387	,0.000115	,0.001892	,0.002553	
0.037454	,0.039232	,0.000126	,0.000004	,1.898140	,0.000995	,0.000087	,0.021953	,0.001770	,0.000073	,0.000095	,0.000000	,0.000000	,0.000050	,0.000000	,0.000001	,0.000019	,0.000002	
0.000867	,0.100850	,0.004328	,0.001885	,0.043937	,3.479122	,0.000408	,1.274991	,0.091350	,0.000002	,0.000244	,0.000001	,0.000029	,0.000001	,0.000796	,0.000003	,0.001086	,0.000101	
0.812100	,0.432665	,2.672471	,0.008134	,5.374829	,0.573468	,2.226344	,1.870060	,2.008623	,0.001586	,0.001047	,0.000663	,0.000125	,0.000141	,0.000131	,0.013803	,0.001593	,0.002216	
0.002611	,0.486968	,0.000218	,0.000094	,0.132312	,0.173992	,0.000181	,6.156453	,0.040651	,0.000005	,0.001178	,0.000000	,0.000001	,0.000003	,0.000040	,0.000001	,0.005245	,0.000045	
0.018882	,0.288382	,0.020976	,0.008811	,0.956914	,1.118026	,0.017474	,3.645850	,3.915992	,0.000037	,0.000698	,0.000005	,0.000136	,0.000025	,0.000256	,0.000108	,0.003106	,0.004320	
7.049400	,0.047926	,0.000971	,0.000005	,2.318768	,0.001215	,0.000809	,0.026818	,0.002163	,1.528843	,0.012879	,0.000027	,0.000008	,0.006777	,0.000031	,0.000557	,0.002537	,0.000265	
0.001847	,5.269647	,0.000020	,0.000003	,0.093607	,0.005448	,0.000017	,0.192784	,0.001273	,0.000401	,1.416127	,0.000001	,0.000005	,0.000274	,0.000139	,0.000011	,0.018240	,0.000156	
0.007313	,0.003896	,2.710964	,0.008252	,0.058538	,0.045674	,0.020048	,0.016840	,0.018088	,0.001586	,0.001047	,0.074674	,0.014135	,0.000171	,0.001161	,0.013804	,0.001593	,0.002216	
0.005696	,0.089675	,1.282915	,0.558892	,0.288665	,3.093598	,0.009487	,1.133708	,1.181309	,0.001235	,0.024099	,0.035338	,0.957362	,0.000844	,0.078647	,0.006532	,0.107267	,0.144731	
0.092416	,0.096804	,0.000310	,0.000010	,4.683613	,0.002455	,0.000213	,0.054169	,0.004368	,0.020043	,0.026014	,0.000009	,0.000017	,0.013688	,0.000062	,0.000147	,0.005125	,0.000535	
0.002808	,0.326621	,0.014016	,0.006106	,0.142297	,11.267748	,0.001320	,4.129281	,0.295852	,0.000609	,0.087774	,0.000386	,0.010460	,0.000416	,0.286455	,0.000909	,0.390696	,0.036247	
0.088537	,0.047170	,0.291359	,0.000887	,0.585976	,0.062521	,0.242721	,0.203878	,0.218985	,0.019202	,0.012676	,0.008026	,0.001519	,0.001713	,0.001589	,0.167122	,0.019290	,0.026830	
0.001691	,0.315496	,0.000141	,0.000061	,0.085722	,0.112726	,0.000118	,3.988636	,0.026337	,0.000367	,0.084784	,0.000004	,0.000105	,0.000251	,0.002866	,0.000081	,0.377389	,0.003227	
0.008617	,0.131602	,0.009572	,0.004021	,0.436685	,0.510209	,0.007974	,1.663775	,1.787054	,0.001869	,0.035366	,0.000264	,0.006888	,0.001276	,0.012971	,0.005491	,0.157420	,0.218946	
2.097203	,0.014258	,0.000289	,0.000001	,0.689836	,0.000362	,0.000241	,0.007978	,0.000643	,6.097138	,0.051363	,0.000107	,0.000033	,0.027026	,0.000123	,0.002222	,0.010119	,0.001057	
0.000521	,1.487047	,0.000006	,0.000001	,0.026415	,0.001537	,0.000005	,0.054402	,0.000359	,0.001515	,5.356978	,0.000002	,0.000019	,0.001035	,0.000524	,0.000043	,0.069001	,0.000590	
