-0.747810	,5.091531	,4.700964	,-1.650547	,-2.972361	,5.774108	,-4.735678	,4.710376	,-0.153205	
10.630236	,7.475342	,-2.665518	,-5.995650	,-0.210877	,-10.995727	,-1.681955	,-1.231621	,-5.341607	
