0.803734	,4.457499	,-0.481130	,1.429753	,-2.894117	,5.339753	,-3.864603	,3.940228	,0.848308	
2.385951	,-8.453300	,10.646201	,4.954234	,-5.982619	,-9.061870	,5.587250	,-8.075377	,-1.579894	
