0	,0	,110	,1	,1	,1	,0	,0	,1	,47	,1	,1355	,111	,33	,98	,52	,34	,96	
0	,0	,4	,2	,0	,4	,0	,2	,2	,3	,1	,46	,539	,12	,476	,2	,164	,450	
1	,1	,0	,0	,42	,0	,0	,1	,0	,282	,5	,0	,0	,1275	,3	,0	,52	,11	
0	,0	,0	,0	,0	,6	,0	,3	,0	,1	,1	,0	,3	,2	,741	,0	,255	,48	
1	,0	,4	,0	,3	,0	,1	,1	,2	,171	,1	,44	,4	,101	,41	,189	,124	,352	
0	,2	,0	,0	,0	,1	,0	,19	,0	,2	,8	,0	,0	,11	,54	,0	,1790	,31	
0	,0	,0	,0	,0	,0	,0	,2	,2	,2	,1	,0	,2	,10	,45	,1	,136	,386	
144	,1	,0	,0	,40	,0	,0	,1	,0	,253	,0	,0	,0	,8	,0	,0	,0	,0	
0	,1187	,0	,0	,12	,1	,0	,28	,0	,1	,24	,0	,0	,2	,0	,0	,17	,0	
2	,1	,1065	,5	,11	,8	,1	,3	,4	,3	,0	,80	,7	,2	,6	,3	,2	,6	
0	,10	,173	,112	,18	,189	,0	,78	,93	,1	,0	,13	,153	,3	,135	,1	,47	,128	
19	,29	,0	,0	,815	,1	,0	,11	,1	,34	,1	,0	,0	,153	,0	,0	,6	,1	
0	,6	,0	,0	,2	,114	,0	,47	,4	,0	,0	,0	,0	,2	,82	,0	,28	,4	
45	,35	,271	,1	,250	,26	,40	,97	,119	,80	,1	,20	,2	,47	,19	,88	,58	,163	
0	,85	,0	,0	,13	,17	,0	,691	,5	,1	,2	,0	,0	,3	,12	,0	,412	,7	
1	,24	,2	,1	,47	,54	,0	,198	,245	,2	,1	,0	,2	,9	,39	,1	,118	,335	
