4.516900	,12.443768	,-2.625174	,-3.499302	,5.998713	,4.083275	,-15.884498	,7.085472	,-2.680129	
8.476982	,-4.248651	,2.392940	,-2.601293	,1.414558	,-2.847055	,-4.144550	,-4.983143	,-2.898811	
