1.294295	,1.415995	,2.328818	,4.917733	,-3.154373	,-1.010080	,-6.046772	,-6.400135	,-2.255184	
5.719363	,-13.772357	,14.420058	,5.989980	,0.385335	,-2.278358	,7.743200	,-8.944127	,-0.353390	
