-0.710702	,10.429381	,0.695788	,1.907832	,-1.788625	,4.327131	,-9.555279	,3.408848	,-3.092960	
-0.332463	,1.107020	,5.691074	,3.402953	,-1.236097	,-2.388609	,-3.446096	,-6.689090	,-1.730104	
